transaction_id,account_id,security_id,transaction_type,transaction_date,settlement_date,quantity,price,amount,status
TXN00000483,AC000073,SEC00164,Dividend,2025-05-07,2025-05-09,,,395.85,Settled
TXN00002794,AC000073,,Interest,2025-05-23,2025-05-27,,,372.51,Settled
TXN00001563,AC000073,SEC00125,Sell,2025-06-09,2025-06-11,232.00,181.89,-42492.54,Settled
TXN00002251,AC000073,SEC00149,Buy,2025-06-10,2025-06-12,287.00,79.85,22944.78,Settled
TXN00001248,AC000073,,Interest,2025-06-24,2025-06-26,,,102.96,Settled
TXN00002456,AC000073,SEC00052,Buy,2025-07-07,2025-07-09,127.00,134.53,17159.44,Settled
TXN00002440,AC000073,SEC00153,Buy,2025-07-24,2025-07-28,93.00,239.92,22397.87,Settled
TXN00000070,AC000073,SEC00089,Buy,2025-07-31,2025-08-04,181.00,92.75,16951.74,Settled
TXN00001745,AC000073,SEC00132,Buy,2025-08-25,2025-08-27,406.00,15.75,6443.59,Settled
TXN00000181,AC000003,SEC00092,Dividend,2025-10-06,2025-10-08,,,1688.45,Settled
TXN00001668,AC000073,SEC00008,Buy,2025-10-20,2025-10-22,49.00,102.51,5063.46,Settled
TXN00001186,AC000073,SEC00002,Sell,2025-10-31,2025-11-04,20.00,289.92,-5814.01,Settled
TXN00001633,AC000073,SEC00113,Buy,2025-11-03,2025-11-05,177.00,225.95,40226.46,Settled
TXN00000427,AC000005,SEC00169,Buy,2023-12-26,2023-12-28,50.00,205.52,10286.47,Settled
TXN00000347,AC000005,SEC00095,Sell,2024-02-14,2024-02-16,285.00,181.62,-51854.50,Settled
TXN00000346,AC000005,SEC00084,Buy,2024-03-13,2024-03-15,18.00,363.76,6594.72,Settled
TXN00002636,AC000005,SEC00034,Dividend,2024-03-22,2024-03-26,,,403.18,Settled
TXN00000407,AC000005,SEC00159,Buy,2024-04-01,2024-04-03,34.00,206.92,7094.27,Settled
TXN00000890,AC000005,,Interest,2024-04-12,2024-04-16,,,504.97,Settled
TXN00000896,AC000005,SEC00132,Sell,2024-05-14,2024-05-16,267.00,14.89,-3999.01,Settled
TXN00001459,AC000005,SEC00146,Sell,2024-05-21,2024-05-23,71.00,130.39,-9335.93,Settled
TXN00000808,AC000005,SEC00017,Sell,2024-06-24,2024-06-26,266.00,100.12,-26828.57,Settled
TXN00000290,AC000005,SEC00096,Dividend,2024-07-29,2024-07-31,,,103.82,Settled
TXN00002694,AC000005,SEC00108,Buy,2024-08-22,2024-08-26,45.00,482.97,21780.48,Settled
TXN00000664,AC000005,SEC00138,Buy,2024-09-09,2024-09-11,292.00,104.78,30893.50,Settled
TXN00002428,AC000005,SEC00116,Dividend,2024-09-23,2024-09-25,,,287.19,Settled
TXN00000243,AC000005,SEC00103,Dividend,2024-10-01,2024-10-03,,,413.59,Settled
TXN00001602,AC000005,SEC00110,Buy,2024-11-18,2024-11-20,89.00,383.41,34272.76,Settled
TXN00001367,AC000005,SEC00081,Dividend,2024-11-30,2024-12-03,,,136.74,Settled
TXN00000627,AC000005,,Interest,2024-12-06,2024-12-10,,,703.55,Settled
TXN00001579,AC000005,SEC00100,Dividend,2024-12-30,2025-01-01,,,269.01,Settled
TXN00001917,AC000005,SEC00135,Buy,2025-01-20,2025-01-22,250.00,130.12,32582.77,Settled
TXN00000041,AC000005,SEC00037,Dividend,2025-03-23,2025-03-25,,,428.14,Settled
TXN00002413,AC000005,SEC00116,Buy,2025-05-12,2025-05-14,280.00,132.41,37127.62,Settled
TXN00001609,AC000005,SEC00026,Buy,2025-05-24,2025-05-27,345.00,139.75,48416.97,Settled
TXN00002691,AC000005,SEC00040,Dividend,2025-06-16,2025-06-18,,,158.33,Settled
TXN00001593,AC000005,SEC00086,Sell,2025-06-24,2025-06-26,182.00,160.86,-29443.42,Settled
TXN00002614,AC000005,SEC00133,Buy,2025-07-10,2025-07-14,96.00,411.20,39843.95,Settled
TXN00002164,AC000005,SEC00154,Buy,2025-07-14,2025-07-16,123.00,214.80,26545.60,Settled
TXN00000962,AC000005,SEC00153,Dividend,2025-08-29,2025-09-02,,,265.19,Settled
TXN00002222,AC000005,,Interest,2025-11-13,2025-11-17,,,1377.24,Settled
TXN00000725,AC000005,SEC00113,Buy,2025-12-03,2025-12-05,123.00,229.26,28430.57,Settled
TXN00001771,AC000005,SEC00123,Sell,2025-12-03,2025-12-05,1220.00,95.72,-117586.68,Settled
TXN00000023,AC000045,SEC00020,Dividend,2024-01-06,2024-01-09,,,209.47,Settled
TXN00000669,AC000045,SEC00110,Buy,2024-03-18,2024-03-20,78.00,377.04,29497.19,Settled
TXN00000993,AC000045,SEC00025,Buy,2024-03-25,2024-03-27,268.00,70.58,18945.42,Settled
TXN00000293,AC000045,SEC00037,Sell,2024-05-13,2024-05-15,76.00,472.54,-36250.63,Settled
TXN00001857,AC000045,SEC00051,Buy,2024-06-19,2024-06-21,73.00,96.37,7060.39,Settled
TXN00000581,AC000045,SEC00137,Sell,2024-08-12,2024-08-14,146.00,343.91,-50702.64,Settled
TXN00001420,AC000045,SEC00163,Buy,2024-08-26,2024-08-28,252.00,195.74,49778.22,Settled
TXN00001644,AC000045,SEC00141,Buy,2024-09-24,2024-09-26,121.00,140.80,17118.15,Settled
TXN00001347,AC000045,,Interest,2024-10-14,2024-10-16,,,5959.71,Settled
TXN00002275,AC000045,SEC00157,Dividend,2024-10-28,2024-10-30,,,216.71,Settled
TXN00000016,AC000045,SEC00122,Buy,2024-11-07,2024-11-11,87.00,366.63,32186.46,Settled
TXN00002255,AC000045,SEC00142,Sell,2024-12-11,2024-12-13,54.00,142.27,-7738.38,Settled
TXN00000702,AC000045,,Interest,2025-01-06,2025-01-08,,,4409.99,Settled
TXN00002414,AC000045,SEC00070,Dividend,2025-01-14,2025-01-16,,,473.27,Settled
TXN00001091,AC000045,,Interest,2025-01-19,2025-01-21,,,6297.15,Settled
TXN00002779,AC000045,SEC00009,Buy,2025-02-10,2025-02-12,313.00,93.92,29568.49,Settled
TXN00002416,AC000045,,Interest,2025-03-10,2025-03-12,,,1674.53,Settled
TXN00000797,AC000045,,Fee,2025-03-20,2025-03-24,,,-65.92,Settled
TXN00001542,AC000045,,Fee,2025-03-31,2025-04-02,,,-55.02,Settled
TXN00000003,AC000045,SEC00017,Dividend,2025-06-20,2025-06-24,,,714.56,Settled
TXN00000411,AC000045,SEC00113,Buy,2025-07-29,2025-07-31,72.00,233.02,16817.93,Settled
TXN00000190,AC000045,SEC00014,Buy,2025-09-16,2025-09-18,100.00,58.36,5844.39,Settled
TXN00002445,AC000045,SEC00024,Buy,2025-09-22,2025-09-24,522.00,89.78,47244.28,Settled
TXN00001475,AC000045,,Interest,2025-10-08,2025-10-10,,,7672.49,Settled
TXN00001970,AC000002,SEC00129,Buy,2024-03-25,2024-03-27,311.00,23.68,7417.68,Settled
TXN00000094,AC000021,SEC00016,Buy,2024-04-18,2024-04-22,19.00,226.61,4336.84,Settled
TXN00002274,AC000002,SEC00028,Buy,2024-04-23,2024-04-25,58.00,183.88,10764.49,Settled
TXN00000264,AC000021,SEC00129,Dividend,2024-04-29,2024-05-01,,,1715.33,Settled
TXN00001393,AC000002,SEC00042,Dividend,2024-05-07,2024-05-09,,,1654.18,Settled
TXN00001566,AC000002,SEC00078,Sell,2024-05-29,2024-05-31,156.00,133.13,-20864.02,Settled
TXN00002626,AC000021,,Fee,2024-06-10,2024-06-12,,,-35.47,Settled
TXN00001390,AC000021,SEC00020,Dividend,2024-06-17,2024-06-19,,,657.53,Settled
TXN00000532,AC000021,SEC00055,Dividend,2024-07-11,2024-07-15,,,1030.04,Settled
TXN00002799,AC000021,,Interest,2024-07-27,2024-07-30,,,3467.32,Settled
TXN00001443,AC000002,SEC00045,Buy,2024-08-12,2024-08-14,339.00,105.54,36109.69,Settled
TXN00001266,AC000021,SEC00048,Dividend,2024-08-19,2024-08-21,,,1790.96,Settled
TXN00001669,AC000002,SEC00146,Sell,2024-08-19,2024-08-21,39.00,131.79,-5148.19,Settled
TXN00001154,AC000002,SEC00101,Sell,2024-08-29,2024-09-02,180.00,218.56,-39473.19,Settled
TXN00000344,AC000002,SEC00027,Buy,2024-09-18,2024-09-20,1907.00,22.93,43982.45,Settled
TXN00002729,AC000021,SEC00015,Buy,2024-10-11,2024-10-15,143.00,84.96,12178.35,Settled
TXN00001913,AC000002,SEC00042,Dividend,2024-10-24,2024-10-28,,,1813.89,Settled
TXN00001769,AC000002,SEC00006,Buy,2024-11-04,2024-11-06,372.00,46.46,17432.75,Settled
TXN00001712,AC000021,SEC00104,Dividend,2024-12-23,2024-12-25,,,775.48,Settled
TXN00001224,AC000002,SEC00157,Dividend,2024-12-25,2024-12-27,,,858.65,Settled
TXN00000071,AC000002,SEC00008,Buy,2025-01-06,2025-01-08,227.00,107.77,24518.12,Settled
TXN00000406,AC000002,SEC00081,Buy,2025-01-06,2025-01-08,38.00,185.24,7071.73,Settled
TXN00000998,AC000002,SEC00160,Dividend,2025-01-06,2025-01-08,,,368.95,Settled
TXN00000972,AC000002,SEC00016,Sell,2025-01-10,2025-01-14,22.00,218.50,-4853.71,Settled
TXN00002048,AC000021,SEC00094,Dividend,2025-02-03,2025-02-05,,,1613.32,Settled
TXN00001677,AC000021,,Interest,2025-02-04,2025-02-06,,,2686.32,Settled
TXN00001740,AC000021,,Interest,2025-02-17,2025-02-19,,,402.41,Settled
TXN00000873,AC000021,,Interest,2025-02-26,2025-02-28,,,4308.03,Settled
TXN00001537,AC000021,SEC00006,Buy,2025-03-14,2025-03-18,161.00,48.26,7842.20,Settled
TXN00002070,AC000002,SEC00071,Buy,2025-03-31,2025-04-02,83.00,57.29,4772.95,Settled
TXN00000380,AC000002,SEC00139,Sell,2025-04-09,2025-04-11,81.00,328.34,-26749.87,Settled
TXN00002182,AC000021,SEC00150,Dividend,2025-05-01,2025-05-05,,,1282.08,Settled
TXN00000104,AC000002,,Fee,2025-05-07,2025-05-09,,,-42110.68,Settled
TXN00000704,AC000002,SEC00015,Buy,2025-05-26,2025-05-28,1120.00,86.68,97979.93,Settled
TXN00001809,AC000002,SEC00096,Sell,2025-06-10,2025-06-12,1943.00,60.88,-118424.23,Settled
TXN00001864,AC000021,SEC00098,Dividend,2025-06-10,2025-06-12,,,1276.77,Settled
TXN00000577,AC000021,SEC00100,Buy,2025-07-02,2025-07-04,123.00,342.84,42416.76,Settled
TXN00001938,AC000021,,Interest,2025-08-14,2025-08-18,,,4552.81,Settled
TXN00002527,AC000021,SEC00144,Buy,2025-08-18,2025-08-20,30.00,491.30,14807.66,Settled
TXN00002133,AC000021,,Interest,2025-10-13,2025-10-15,,,3076.44,Settled
TXN00002624,AC000021,SEC00131,Dividend,2025-10-27,2025-10-29,,,1824.07,Settled
TXN00001810,AC000002,SEC00132,Dividend,2025-10-31,2025-11-04,,,417.19,Settled
TXN00001453,AC000002,SEC00015,Buy,2025-11-25,2025-11-27,455.00,92.35,42156.46,Settled
TXN00001924,AC000021,SEC00132,Sell,2025-12-03,2025-12-05,1865.00,15.56,-29088.25,Settled
TXN00002491,AC000021,,Fee,2025-12-08,2025-12-10,,,-5106.86,Settled
TXN00002598,AC000072,SEC00140,Buy,2024-01-08,2024-01-10,22.00,205.56,4553.75,Settled
TXN00001319,AC000072,SEC00059,Sell,2024-01-22,2024-01-24,1611.00,99.41,-161399.55,Settled
TXN00002738,AC000072,SEC00140,Sell,2024-02-13,2024-02-15,95.00,218.38,-20773.27,Settled
TXN00000766,AC000072,SEC00084,Sell,2024-02-20,2024-02-22,80.00,359.19,-28828.55,Settled
TXN00000558,AC000072,SEC00111,Dividend,2024-03-05,2024-03-07,,,1712.99,Settled
TXN00001115,AC000072,,Fee,2024-03-25,2024-03-27,,,-24.14,Settled
TXN00001146,AC000072,SEC00037,Sell,2024-05-27,2024-05-29,34.00,475.96,-16225.59,Settled
TXN00002605,AC000072,SEC00008,Dividend,2024-05-27,2024-05-29,,,1301.25,Settled
TXN00000821,AC000072,SEC00134,Buy,2024-05-30,2024-06-03,1187.00,65.89,78920.65,Settled
TXN00000087,AC000072,,Fee,2024-06-27,2024-07-01,,,-79.54,Settled
TXN00002718,AC000072,SEC00111,Dividend,2024-07-26,2024-07-30,,,919.67,Settled
TXN00001571,AC000072,SEC00089,Buy,2024-08-02,2024-08-06,534.00,94.89,51157.75,Settled
TXN00001861,AC000072,SEC00126,Sell,2024-08-26,2024-08-28,443.00,117.39,-52473.59,Settled
TXN00000207,AC000072,SEC00118,Buy,2024-09-23,2024-09-25,67.00,55.29,3722.35,Settled
TXN00001437,AC000072,SEC00142,Dividend,2024-12-02,2024-12-04,,,678.95,Settled
TXN00002710,AC000072,SEC00042,Dividend,2025-03-26,2025-03-28,,,439.05,Settled
TXN00001675,AC000072,SEC00160,Buy,2025-05-12,2025-05-14,88.00,158.72,14057.15,Settled
TXN00002398,AC000072,SEC00057,Dividend,2025-07-18,2025-07-22,,,728.88,Settled
TXN00002334,AC000072,SEC00090,Dividend,2025-08-11,2025-08-13,,,393.24,Settled
TXN00000423,AC000072,SEC00055,Buy,2025-08-24,2025-08-26,30.00,110.86,3349.05,Settled
TXN00000035,AC000072,SEC00010,Buy,2025-09-10,2025-09-12,162.00,156.73,25550.89,Settled
TXN00001588,AC000072,SEC00021,Buy,2025-10-01,2025-10-03,194.00,138.67,27028.95,Settled
TXN00001949,AC000072,SEC00155,Buy,2025-10-06,2025-10-08,47.00,209.73,9940.68,Settled
TXN00000606,AC000072,SEC00144,Dividend,2025-10-17,2025-10-21,,,181.16,Settled
TXN00000236,AC000038,SEC00133,Dividend,2023-12-25,2023-12-27,,,737.44,Settled
TXN00002679,AC000028,SEC00140,Dividend,2023-12-28,2024-01-01,,,921.79,Settled
TXN00001364,AC000038,SEC00042,Sell,2024-01-01,2024-01-03,139.00,91.37,-12786.55,Settled
TXN00002807,AC000028,SEC00081,Sell,2024-02-13,2024-02-15,100.00,186.28,-18664.90,Settled
TXN00001388,AC000028,,Fee,2024-03-19,2024-03-21,,,-156333.85,Settled
TXN00001622,AC000028,SEC00066,Sell,2024-03-24,2024-03-26,558.00,105.08,-58773.64,Settled
TXN00000607,AC000038,SEC00037,Dividend,2024-03-28,2024-04-01,,,336.01,Settled
TXN00002693,AC000028,SEC00119,Dividend,2024-04-08,2024-04-10,,,159.52,Settled
TXN00002040,AC000028,SEC00113,Sell,2024-04-17,2024-04-19,173.00,239.06,-41764.03,Settled
TXN00002312,AC000028,SEC00127,Buy,2024-05-14,2024-05-16,218.00,150.32,32955.97,Settled
TXN00002615,AC000038,SEC00015,Dividend,2024-05-17,2024-05-21,,,1931.79,Settled
TXN00001773,AC000038,SEC00114,Sell,2024-05-20,2024-05-22,130.00,47.60,-6197.54,Settled
TXN00001665,AC000038,SEC00167,Buy,2024-05-31,2024-06-04,922.00,88.79,82140.12,Settled
TXN00002114,AC000038,SEC00072,Buy,2024-06-18,2024-06-20,482.00,70.65,34259.40,Settled
TXN00000355,AC000028,,Interest,2024-06-24,2024-06-26,,,15557.10,Settled
TXN00000403,AC000028,SEC00015,Buy,2024-07-08,2024-07-10,809.00,87.91,71247.99,Settled
TXN00002341,AC000038,,Interest,2024-08-28,2024-08-30,,,29037.43,Settled
TXN00000906,AC000038,SEC00080,Buy,2024-09-10,2024-09-12,77.00,221.48,17186.66,Settled
TXN00001079,AC000038,SEC00081,Dividend,2024-09-10,2024-09-12,,,858.12,Settled
TXN00000728,AC000028,,Interest,2024-09-16,2024-09-18,,,43317.43,Settled
TXN00002309,AC000038,SEC00120,Sell,2024-11-08,2024-11-12,67.00,323.30,-21852.06,Settled
TXN00001547,AC000038,,Interest,2024-11-11,2024-11-13,,,18235.86,Settled
TXN00002035,AC000038,SEC00010,Sell,2024-12-09,2024-12-11,147.00,155.18,-22879.47,Settled
TXN00001702,AC000038,SEC00065,Dividend,2024-12-16,2024-12-18,,,1777.68,Settled
TXN00002616,AC000038,SEC00165,Dividend,2024-12-28,2024-12-31,,,327.31,Settled
TXN00002389,AC000028,SEC00043,Buy,2025-01-16,2025-01-20,187.00,214.70,40215.23,Settled
TXN00002675,AC000038,SEC00025,Sell,2025-01-23,2025-01-27,101.00,72.56,-7357.53,Settled
TXN00000894,AC000028,SEC00138,Sell,2025-01-28,2025-01-30,275.00,105.17,-29180.54,Settled
TXN00002678,AC000038,SEC00113,Buy,2025-01-30,2025-02-03,54.00,227.37,12342.81,Settled
TXN00001811,AC000038,SEC00035,Sell,2025-02-17,2025-02-19,52.00,220.26,-11466.34,Settled
TXN00001956,AC000028,SEC00115,Dividend,2025-03-19,2025-03-21,,,1044.59,Settled
TXN00000229,AC000038,SEC00041,Buy,2025-04-25,2025-04-29,19.00,176.66,3380.56,Settled
TXN00001632,AC000038,SEC00140,Buy,2025-05-21,2025-05-23,13.00,210.19,2750.59,Settled
TXN00000541,AC000038,SEC00028,Buy,2025-06-02,2025-06-04,109.00,181.82,19871.68,Settled
TXN00000398,AC000028,SEC00127,Sell,2025-06-09,2025-06-11,154.00,153.87,-23874.43,Settled
TXN00000887,AC000038,SEC00019,Dividend,2025-06-09,2025-06-11,,,1536.58,Settled
TXN00001584,AC000038,SEC00076,Dividend,2025-06-16,2025-06-18,,,1640.28,Settled
TXN00001558,AC000028,SEC00011,Dividend,2025-06-23,2025-06-25,,,1902.22,Settled
TXN00000575,AC000028,SEC00139,Buy,2025-08-16,2025-08-19,50.00,303.28,15203.17,Settled
TXN00001529,AC000028,SEC00123,Sell,2025-08-18,2025-08-20,1986.00,94.67,-188916.14,Settled
TXN00001209,AC000028,SEC00047,Dividend,2025-08-28,2025-09-01,,,1723.96,Settled
TXN00001413,AC000038,SEC00150,Buy,2025-09-05,2025-09-09,329.00,59.64,19768.77,Settled
TXN00002670,AC000038,SEC00049,Buy,2025-09-11,2025-09-15,62.00,459.26,28610.81,Settled
TXN00002047,AC000028,SEC00010,Buy,2025-09-24,2025-09-26,185.00,154.00,28730.25,Settled
TXN00000807,AC000028,SEC00025,Dividend,2025-10-27,2025-10-29,,,1512.75,Settled
TXN00001488,AC000038,SEC00036,Sell,2025-11-06,2025-11-10,97.00,259.57,-25343.27,Settled
TXN00000173,AC000038,,Interest,2025-11-07,2025-11-11,,,11496.75,Settled
TXN00000598,AC000028,SEC00047,Buy,2025-11-10,2025-11-12,82.00,390.51,32067.74,Settled
TXN00000834,AC000038,SEC00099,Buy,2025-11-18,2025-11-20,26.00,205.33,5385.43,Settled
TXN00001062,AC000038,SEC00107,Sell,2025-12-03,2025-12-05,43.00,322.45,-13906.80,Settled
TXN00002120,AC000028,SEC00154,Dividend,2025-12-08,2025-12-10,,,943.77,Settled
TXN00000526,AC000038,,Interest,2025-12-11,2025-12-15,,,31189.70,Settled
TXN00002631,AC000038,SEC00099,Dividend,2025-12-11,2025-12-15,,,1652.19,Settled
TXN00001235,AC000058,,Interest,2023-12-25,2023-12-27,,,8831.30,Settled
TXN00000036,AC000010,,Fee,2024-01-10,2024-01-12,,,-2333.96,Settled
TXN00002409,AC000010,SEC00161,Sell,2024-01-22,2024-01-24,192.00,301.25,-58332.62,Settled
TXN00000001,AC000058,SEC00110,Sell,2024-02-12,2024-02-14,20.00,399.40,-8053.99,Settled
TXN00002203,AC000058,SEC00160,Dividend,2024-02-26,2024-02-28,,,1010.80,Settled
TXN00001865,AC000010,SEC00042,Dividend,2024-03-07,2024-03-11,,,1899.94,Settled
TXN00001598,AC000010,SEC00069,Sell,2024-04-01,2024-04-03,299.00,132.04,-39637.63,Settled
TXN00000231,AC000058,SEC00064,Buy,2024-05-17,2024-05-21,116.00,64.94,7608.11,Settled
TXN00001421,AC000058,SEC00130,Buy,2024-05-20,2024-05-22,107.00,195.52,20966.71,Settled
TXN00001434,AC000010,SEC00105,Buy,2024-06-24,2024-06-26,157.00,172.40,27294.34,Settled
TXN00001953,AC000010,SEC00150,Buy,2024-06-26,2024-06-28,382.00,58.61,22574.79,Settled
TXN00000963,AC000010,SEC00095,Dividend,2024-08-02,2024-08-06,,,868.80,Settled
TXN00001490,AC000010,,Interest,2024-08-09,2024-08-13,,,1710.85,Settled
TXN00000253,AC000010,SEC00166,Dividend,2024-09-16,2024-09-18,,,1315.89,Settled
TXN00002606,AC000010,SEC00101,Sell,2024-09-23,2024-09-25,27.00,226.04,-6130.38,Settled
TXN00002392,AC000010,SEC00013,Sell,2024-09-25,2024-09-27,201.00,179.84,-36352.58,Settled
TXN00001201,AC000010,SEC00081,Dividend,2024-10-14,2024-10-16,,,1599.90,Settled
TXN00000230,AC000010,SEC00083,Buy,2024-11-12,2024-11-14,475.00,98.83,47096.49,Settled
TXN00002061,AC000058,,Interest,2024-11-18,2024-11-20,,,19084.69,Settled
TXN00001659,AC000010,SEC00026,Buy,2024-12-11,2024-12-13,95.00,127.81,12181.51,Settled
TXN00000540,AC000058,SEC00066,Dividend,2024-12-17,2024-12-19,,,932.90,Settled
TXN00002417,AC000058,,Interest,2024-12-17,2024-12-19,,,17626.39,Settled
TXN00002797,AC000010,SEC00154,Buy,2024-12-30,2025-01-01,73.00,211.88,15513.08,Settled
TXN00001067,AC000010,SEC00056,Buy,2025-01-24,2025-01-28,723.00,29.71,21558.21,Settled
TXN00002584,AC000010,,Interest,2025-02-23,2025-02-25,,,1331.59,Settled
TXN00000629,AC000010,SEC00095,Dividend,2025-02-24,2025-02-26,,,1362.57,Settled
TXN00000323,AC000058,SEC00087,Dividend,2025-02-25,2025-02-27,,,1190.06,Settled
TXN00000815,AC000010,,Interest,2025-03-18,2025-03-20,,,1513.94,Settled
TXN00002603,AC000010,SEC00016,Dividend,2025-03-19,2025-03-21,,,1642.14,Settled
TXN00000533,AC000058,SEC00105,Sell,2025-04-23,2025-04-25,102.00,177.57,-18192.20,Settled
TXN00002454,AC000010,SEC00116,Dividend,2025-04-24,2025-04-28,,,690.64,Settled
TXN00001272,AC000058,SEC00113,Dividend,2025-05-09,2025-05-13,,,1788.80,Settled
TXN00000209,AC000010,SEC00115,Buy,2025-06-05,2025-06-09,185.00,41.34,7657.30,Settled
TXN00001226,AC000058,,Interest,2025-06-09,2025-06-11,,,11032.88,Settled
TXN00001431,AC000058,SEC00011,Sell,2025-06-12,2025-06-16,849.00,47.08,-40141.39,Settled
TXN00000810,AC000010,SEC00087,Sell,2025-06-16,2025-06-18,1429.00,30.02,-43194.91,Settled
TXN00002463,AC000010,SEC00067,Sell,2025-06-24,2025-06-26,12.00,228.29,-2759.09,Settled
TXN00000992,AC000058,,Interest,2025-06-27,2025-07-01,,,16090.39,Settled
TXN00002145,AC000010,SEC00103,Sell,2025-06-27,2025-07-01,70.00,129.03,-9096.72,Settled
TXN00000118,AC000010,SEC00050,Buy,2025-07-11,2025-07-15,379.00,120.99,46213.16,Settled
TXN00001919,AC000010,SEC00043,Dividend,2025-07-15,2025-07-17,,,894.40,Settled
TXN00002356,AC000058,SEC00089,Buy,2025-07-15,2025-07-17,466.00,95.63,44948.52,Settled
TXN00001402,AC000010,SEC00149,Buy,2025-09-08,2025-09-10,919.00,81.23,75009.90,Settled
TXN00001332,AC000058,SEC00104,Buy,2025-09-22,2025-09-24,48.00,267.64,12886.95,Settled
TXN00001494,AC000058,SEC00046,Buy,2025-10-04,2025-10-07,89.00,428.41,38411.37,Settled
TXN00000449,AC000058,SEC00031,Dividend,2025-10-10,2025-10-14,,,779.08,Settled
TXN00000696,AC000058,SEC00143,Buy,2025-10-16,2025-10-20,115.00,205.09,23803.30,Settled
TXN00002771,AC000010,SEC00080,Dividend,2025-10-16,2025-10-20,,,1323.10,Settled
TXN00001784,AC000010,SEC00155,Buy,2025-11-03,2025-11-05,126.00,209.98,26712.18,Settled
TXN00002308,AC000058,SEC00033,Buy,2025-11-03,2025-11-05,79.00,198.89,15777.60,Settled
TXN00000067,AC000010,SEC00099,Sell,2025-11-20,2025-11-24,115.00,220.22,-25557.75,Settled
TXN00002380,AC000010,SEC00078,Dividend,2025-12-10,2025-12-12,,,1000.25,Settled
TXN00002167,AC000058,SEC00135,Dividend,2025-12-15,2025-12-17,,,1613.63,Settled
TXN00002613,AC000036,,Interest,2024-01-22,2024-01-24,,,46399.09,Settled
TXN00000833,AC000036,SEC00089,Sell,2024-01-24,2024-01-26,1989.00,94.70,-189586.59,Settled
TXN00002530,AC000046,SEC00112,Buy,2024-01-31,2024-02-02,51.00,464.13,23711.55,Settled
TXN00001303,AC000036,SEC00011,Sell,2024-02-29,2024-03-04,1985.00,49.53,-98858.83,Settled
TXN00001268,AC000046,SEC00142,Dividend,2024-03-15,2024-03-19,,,1604.61,Settled
TXN00001016,AC000036,SEC00083,Sell,2024-03-22,2024-03-26,778.00,98.23,-76702.43,Settled
TXN00001933,AC000046,,Interest,2024-03-26,2024-03-28,,,13082.13,Settled
TXN00001952,AC000036,SEC00120,Dividend,2024-04-01,2024-04-03,,,1416.34,Settled
TXN00000665,AC000036,SEC00029,Buy,2024-04-15,2024-04-17,1534.00,54.75,84384.06,Settled
TXN00000792,AC000046,SEC00134,Dividend,2024-04-26,2024-04-30,,,470.09,Settled
TXN00002265,AC000036,SEC00055,Sell,2024-05-01,2024-05-03,283.00,104.80,-29939.11,Settled
TXN00000060,AC000036,SEC00124,Buy,2024-05-02,2024-05-06,170.00,24.98,4279.09,Settled
TXN00000605,AC000046,,Interest,2024-05-06,2024-05-08,,,2786.65,Settled
TXN00000249,AC000036,SEC00041,Dividend,2024-05-27,2024-05-29,,,1308.37,Settled
TXN00002689,AC000046,SEC00117,Sell,2024-06-20,2024-06-24,184.00,249.24,-45907.77,Settled
TXN00001684,AC000036,,Fee,2024-07-09,2024-07-11,,,-85.68,Settled
TXN00001026,AC000046,SEC00030,Sell,2024-07-17,2024-07-19,1907.00,10.32,-19771.23,Settled
TXN00000302,AC000036,SEC00070,Dividend,2024-07-29,2024-07-31,,,611.53,Settled
TXN00000021,AC000046,,Interest,2024-07-31,2024-08-02,,,20175.99,Settled
TXN00001694,AC000036,SEC00133,Sell,2024-10-01,2024-10-03,45.00,388.42,-17502.23,Settled
TXN00002233,AC000036,SEC00117,Buy,2024-10-08,2024-10-10,12.00,258.56,3110.76,Settled
TXN00002394,AC000046,SEC00094,Buy,2024-10-21,2024-10-23,296.00,168.62,50004.84,Settled
TXN00001646,AC000046,SEC00099,Dividend,2024-10-22,2024-10-24,,,1906.21,Settled
TXN00000083,AC000046,SEC00137,Buy,2024-11-25,2024-11-27,155.00,352.13,54976.18,Settled
TXN00000714,AC000046,SEC00115,Sell,2024-11-29,2024-12-03,109.00,42.57,-4667.86,Settled
TXN00000034,AC000046,SEC00147,Buy,2024-12-26,2024-12-30,112.00,68.12,7690.36,Settled
TXN00000880,AC000036,,Interest,2025-01-08,2025-01-10,,,39544.06,Settled
TXN00001548,AC000046,,Fee,2025-01-21,2025-01-23,,,-103086.19,Settled
TXN00000282,AC000036,,Interest,2025-03-07,2025-03-11,,,11661.58,Settled
TXN00000103,AC000046,SEC00141,Dividend,2025-03-13,2025-03-17,,,797.79,Settled
TXN00002682,AC000046,SEC00157,Buy,2025-03-14,2025-03-18,1470.00,78.67,116010.22,Settled
TXN00000019,AC000046,SEC00103,Buy,2025-03-17,2025-03-19,193.00,130.30,25360.52,Settled
TXN00002272,AC000036,SEC00064,Dividend,2025-04-04,2025-04-08,,,1743.61,Settled
TXN00000715,AC000036,SEC00080,Sell,2025-04-28,2025-04-30,44.00,225.10,-9990.09,Settled
TXN00000591,AC000046,SEC00074,Dividend,2025-05-16,2025-05-20,,,368.55,Settled
TXN00000089,AC000036,,Interest,2025-05-21,2025-05-23,,,60787.30,Settled
TXN00002719,AC000046,SEC00055,Buy,2025-05-26,2025-05-28,139.00,110.54,15449.78,Settled
TXN00002127,AC000046,SEC00054,Sell,2025-06-18,2025-06-20,268.00,172.63,-46314.74,Settled
